lda_score_MIN,from_IP,to_IP
0.002631799,10.0.0.8,172.10.1.64
0.002631807,10.0.0.9,172.30.1.146
0.00263182,10.0.0.5,172.30.2.108
0.002631823,10.0.0.5,172.10.1.65
0.002631823,10.0.0.12,172.10.1.65
0.002631825,10.0.0.6,172.30.1.132
0.002631845,10.0.0.11,172.20.1.89
0.002631853,10.0.0.7,172.20.1.101
0.002631858,10.0.0.12,172.30.2.78
0.00263187,10.0.0.8,172.20.1.182
0.002631878,10.0.0.5,172.20.2.60
0.002631892,10.0.0.9,172.30.2.129
0.0026319,10.0.0.5,172.20.2.77
0.002631902,10.0.0.5,172.20.2.55
0.00263192,10.0.0.10,172.20.1.184
0.002631927,10.0.0.11,172.30.2.105
0.002631942,10.0.0.10,172.30.1.79
0.002632003,10.0.0.12,172.20.1.144
0.002632003,10.0.0.8,172.10.2.40
0.002632003,10.0.0.5,172.20.1.144
0.002632009,10.0.0.10,172.30.2.115
0.002632048,10.0.0.14,172.30.2.132
0.00263205,10.0.0.13,172.20.2.72
0.002632054,10.0.0.9,172.20.1.57
0.002632066,10.0.0.12,172.30.1.190
0.00263207,10.0.0.9,172.20.2.125
0.002632083,10.0.0.13,172.20.1.109
0.002632091,10.0.0.6,172.20.1.58
0.002632099,10.0.0.6,172.10.2.116
0.002632106,10.0.0.13,172.10.1.76
0.002632106,10.0.0.5,172.10.1.76
0.002632135,10.0.0.11,172.10.1.47
0.002632135,10.0.0.8,172.10.1.47
0.00263215,10.0.0.14,172.10.1.45
0.002632199,10.0.0.9,172.20.1.65
0.0026322,10.1.0.77,172.10.1.77
0.002632205,10.0.0.8,172.20.1.84
0.002632206,10.0.0.5,172.30.1.63
0.002632209,10.0.0.5,172.20.1.51
0.002632223,10.0.0.13,172.20.1.15
0.002632229,10.0.0.11,172.10.1.42
0.00263225,10.1.0.75,172.30.2.73
0.002632281,10.0.0.8,172.30.2.133
0.002632282,10.0.0.7,172.10.1.71
0.002632285,10.0.0.8,172.20.1.172
0.00263229,10.1.0.100,172.10.1.43
0.002632302,10.0.0.5,172.20.1.59
0.002632303,10.0.0.14,172.20.2.93
0.002632313,10.0.0.6,172.30.2.67
0.00263232,10.0.0.14,172.20.1.104
0.002632333,10.0.0.11,172.30.1.117
0.002632348,10.0.0.5,172.20.1.127
0.002632356,10.0.0.7,172.30.2.122
0.002632366,10.0.0.12,172.30.2.82
0.002632382,10.0.0.6,172.30.2.97
0.002632392,10.0.0.11,172.20.2.105
0.002632393,10.1.0.75,172.10.1.29
0.002632409,10.0.0.9,172.30.1.129
0.002632411,10.0.0.6,172.20.1.30
0.002632418,10.0.0.10,172.30.2.137
0.002632422,10.0.0.10,172.30.1.109
0.002632429,10.0.0.13,172.30.1.123
0.002632439,10.0.0.13,172.10.2.14
0.002632441,10.1.0.100,172.10.1.59
0.002632443,10.0.0.11,172.30.2.127
0.002632453,10.0.0.8,172.10.2.24
0.002632453,10.0.0.12,172.10.2.24
0.002632455,10.0.0.7,172.10.1.48
0.002632466,10.0.0.12,172.10.1.30
0.00263249,10.0.0.7,172.10.1.49
0.002632504,10.0.0.5,172.10.1.52
0.002632511,10.0.0.9,172.10.1.25
0.002632522,10.0.0.13,172.10.1.54
0.002632528,10.0.0.7,172.30.2.124
0.00263253,10.0.0.8,172.20.2.61
0.00263254,10.0.0.5,172.30.1.179
0.002632543,10.0.0.9,172.30.2.121
0.002632555,10.0.0.13,172.20.1.116
0.002632567,10.0.0.13,172.30.2.57
0.00263257,10.0.0.5,172.10.1.31
0.00263257,10.0.0.9,172.10.1.31
0.002632583,10.0.0.12,172.20.1.128
0.002632585,10.0.0.5,172.10.1.56
0.002632585,10.0.0.13,172.10.1.56
0.002632587,10.0.0.6,172.10.2.36
0.00263259,10.0.0.6,172.20.1.102
0.002632594,10.0.0.13,172.30.1.157
0.002632595,10.0.0.9,172.10.1.89
0.002632595,10.0.0.12,172.10.1.58
0.002632607,10.0.0.8,172.10.1.39
0.002632613,10.0.0.6,172.30.2.111
0.002632614,10.0.0.8,172.10.1.50
0.002632619,10.1.0.100,172.10.1.26
0.002632623,10.0.0.12,172.20.1.105
0.00263263,10.0.0.8,172.20.1.192
0.00263263,10.0.0.6,172.30.1.114
0.00263263,10.0.0.5,172.30.1.114
0.002632639,10.0.0.12,172.20.1.34
0.002632659,10.0.0.7,172.30.2.51
0.002632662,10.0.0.5,172.10.2.46
0.002632667,10.0.0.10,172.20.1.31
0.002632678,10.0.0.9,172.30.1.101
0.002632679,10.0.0.12,172.20.1.110
0.002632694,10.0.0.14,172.10.2.21
0.002632695,10.1.0.77,172.10.1.96
0.002632698,10.0.0.5,172.30.1.62
0.002632735,10.0.0.8,172.20.1.158
0.002632754,10.0.0.9,172.30.2.109
0.002632761,10.0.0.9,172.10.1.81
0.002632782,10.0.0.11,172.20.2.134
0.002632787,10.0.0.11,172.10.2.44
0.002632788,10.0.0.12,172.10.2.111
0.002632791,10.0.0.11,172.20.2.130
0.002632795,10.1.0.75,172.10.2.17
0.002632797,10.0.0.13,172.20.1.56
0.002632804,10.0.0.10,172.10.2.37
0.002632844,10.0.0.5,172.10.1.46
0.002632863,10.0.0.7,172.20.2.117
0.002632899,10.0.0.7,172.20.1.165
0.002632908,10.0.0.13,172.10.1.99
0.002632917,10.0.0.6,172.10.1.86
0.002632927,10.0.0.6,172.10.1.95
0.002632936,10.0.0.13,172.20.1.32
0.002632937,10.0.0.10,172.30.1.197
0.00263295,10.1.0.76,172.10.1.94
0.002632975,10.0.0.9,172.10.2.117
0.002632995,10.0.0.12,172.10.2.45
0.002633004,10.0.0.7,172.20.2.113
0.002633037,10.0.0.10,172.10.2.60
0.002633066,10.0.0.9,172.10.1.92
0.002633108,10.0.0.10,172.30.1.177
0.002633108,10.0.0.7,172.30.1.177
0.002633124,10.0.0.13,172.10.2.35
0.002633132,10.0.0.12,172.20.1.48
0.002633139,10.0.0.6,172.10.2.13
0.002633148,10.0.0.9,172.20.1.193
0.002633162,10.0.0.8,172.30.1.149
0.002633168,10.0.0.14,172.20.1.73
0.002633168,10.0.0.5,172.20.1.73
0.002633202,10.0.0.13,172.30.1.161
0.002633244,10.0.0.5,172.10.2.87
0.002633244,10.0.0.9,172.20.2.144
0.002633244,10.0.0.8,172.20.2.144
0.002633251,10.0.0.10,172.20.1.39
0.002633424,10.0.0.10,172.10.2.146
0.002633461,10.0.0.9,172.20.1.99
0.002633516,10.0.0.12,172.10.2.47
0.002633541,10.0.0.9,172.10.2.10
0.002633559,10.0.0.11,172.10.2.136
0.002633586,10.0.0.12,172.20.1.196
0.002633673,10.0.0.14,172.20.2.12
0.002633701,10.0.0.7,172.10.2.94
0.002633729,10.0.0.7,172.20.1.98
0.002633757,10.0.0.12,172.20.2.24
0.002633909,10.0.0.6,172.20.2.35
0.002633998,10.0.0.13,172.10.2.61
0.002634001,10.0.0.14,172.10.2.62
0.002634003,10.0.0.12,172.10.1.233
0.002634039,10.0.0.13,172.10.2.143
0.002634054,10.0.0.9,172.10.2.95
0.002634072,10.0.0.10,172.10.1.247
0.002634141,10.0.0.9,172.20.2.33
0.002634228,10.0.0.8,172.10.1.209
0.002634298,10.0.0.10,172.10.1.250
0.002634533,10.0.0.8,172.10.1.173
0.002634582,10.0.0.10,172.10.1.179
0.002634596,10.0.0.6,172.10.1.105
0.00263465,10.0.0.6,172.20.1.221
0.002634671,10.0.0.6,172.10.1.142
0.002634701,10.1.0.77,172.10.1.231
0.002634716,10.0.0.6,172.10.1.159
0.002634731,10.0.0.7,172.10.1.176
0.002634731,10.0.0.10,172.20.1.204
0.002634731,10.0.0.5,172.20.1.204
0.002634743,10.0.0.13,172.10.1.133
0.002634756,10.1.0.77,172.10.1.146
0.002634786,10.0.0.14,172.10.1.252
0.00263482,10.1.0.77,172.10.1.164
0.002634824,10.0.0.14,172.10.1.125
0.002634826,10.0.0.6,172.10.1.101
0.002634828,10.0.0.12,172.10.1.135
0.00263494,10.0.0.14,172.10.1.154
0.002634986,10.0.0.8,172.20.2.31
0.002635085,10.0.0.13,172.10.1.157
0.00263511,10.0.0.5,172.10.1.144
0.002635119,10.0.0.13,172.10.1.123
0.002635149,10.1.0.76,172.10.1.120
0.002635151,10.0.0.6,172.10.1.116
0.002635151,10.1.0.100,172.10.1.116
0.002635186,10.0.0.11,172.10.1.129
0.002635193,10.0.0.14,172.10.1.149
0.002635202,10.0.0.14,172.10.1.130
0.002635204,10.0.0.11,172.30.2.22
0.00263521,10.0.0.10,172.10.1.109
0.002635324,10.0.0.5,172.10.1.192
0.002635331,10.1.0.77,172.10.1.199
0.00263538,10.0.0.14,172.30.2.27
0.002635421,10.0.0.11,172.10.1.188
0.002635422,10.0.0.6,172.10.1.185
0.002635471,10.1.0.76,172.10.1.186
0.002635492,10.0.0.6,172.10.1.175
0.002660263,172.10.0.6,172.30.1.212
0.002660263,172.10.0.6,172.30.2.7
0.002773406,172.10.0.6,172.30.1.209
0.002773406,172.10.0.6,172.30.2.59
0.002773406,172.10.0.6,172.30.1.205
0.002773406,172.10.0.6,172.30.1.211
0.002773406,172.10.0.6,172.30.1.106
0.002773406,172.10.0.6,172.30.2.58
0.002773406,172.10.0.6,172.30.2.56
0.002773406,172.10.0.6,172.30.1.210
0.002773406,172.10.0.6,172.30.2.57
0.002773406,172.10.0.6,172.30.1.204
0.002773406,172.10.0.6,172.30.1.207
0.002773406,172.10.0.6,172.30.1.213
0.002773406,172.10.0.6,172.30.2.60
0.002773406,172.10.0.6,172.30.1.109
0.002858263,172.10.0.6,172.30.1.141
0.002886548,172.10.0.6,172.30.1.112
0.003013834,172.10.0.6,172.10.1.8
0.003013834,172.10.0.6,172.10.1.1
0.003013834,172.10.0.6,172.10.1.5
0.003013834,172.10.0.6,172.10.1.7
0.003013834,172.10.0.6,172.10.1.4
0.003183547,172.10.0.6,172.30.1.4
0.003183547,172.10.0.6,172.10.1.10
0.003183547,172.10.0.6,172.30.1.111
0.003183547,172.10.0.6,172.30.1.6
0.003183547,172.10.0.6,172.10.1.9
0.003183547,172.10.0.6,172.30.1.110
0.003183547,172.10.0.6,172.10.1.11
0.003183547,172.10.0.6,172.10.1.3
0.003183547,172.10.0.6,172.10.1.2
0.003183547,172.10.0.6,172.10.1.6
0.004046259,172.10.0.6,172.20.1.2
0.004232128,10.0.0.10,172.30.1.200
0.004232167,10.0.0.5,172.20.2.56
0.004232443,10.0.0.11,172.10.2.84
0.004232918,10.0.0.13,172.20.1.4
0.004232953,10.0.0.13,172.20.1.14
0.004232976,10.0.0.9,172.20.1.19
0.00423328,10.0.0.11,172.20.1.28
0.004233309,10.0.0.6,172.20.1.135
0.004233456,10.0.0.5,172.20.1.130
0.004233456,10.0.0.8,172.20.1.130
0.0042335,10.0.0.9,172.30.1.64
0.004233526,10.0.0.8,172.20.2.110
0.004233659,10.0.0.7,172.10.2.23
0.004233702,10.0.0.12,172.10.2.28
0.004233789,10.0.0.11,172.20.1.70
0.004233968,10.0.0.10,172.20.1.16
0.004234004,10.0.0.7,172.10.1.16
0.004234054,10.0.0.12,172.10.1.66
0.004234056,10.0.0.8,172.30.2.66
0.00423408,10.0.0.14,172.20.2.88
0.004234123,10.0.0.8,172.20.2.68
0.004234175,10.0.0.5,172.20.1.13
0.0042342,10.1.0.77,172.10.1.8
0.004234247,10.1.0.76,172.30.2.106
0.004234255,10.0.0.11,172.20.1.120
0.004234271,10.1.0.76,172.10.1.67
0.004234311,10.0.0.12,172.20.1.180
0.004234379,10.0.0.8,172.30.1.132
0.004234379,10.0.0.9,172.30.1.132
0.004234411,10.1.0.75,172.10.1.60
0.004234411,10.0.0.12,172.10.1.60
0.004234424,10.0.0.5,172.20.1.101
0.00423445,10.0.0.11,172.20.1.182
0.004234482,10.0.0.11,172.30.2.136
0.004234482,10.0.0.6,172.30.2.136
0.004234567,10.0.0.12,172.30.1.79
0.004234575,10.0.0.6,172.20.1.186
0.004234575,10.0.0.10,172.20.1.186
0.004234665,10.0.0.8,172.20.1.144
0.004234674,10.0.0.7,172.30.2.115
0.004234879,10.0.0.6,172.10.2.107
0.004234902,10.1.0.100,172.10.1.45
0.004235058,10.1.0.77,172.10.1.1
0.004235116,10.0.0.6,172.20.1.50
0.004235178,10.0.0.10,172.10.1.28
0.004235178,10.0.0.8,172.10.2.11
0.004235194,10.0.0.13,172.20.2.98
0.004235227,10.0.0.8,172.30.2.142
0.00423529,10.0.0.12,172.30.2.55
0.004235345,10.0.0.10,172.30.1.74
0.004235355,10.0.0.12,172.20.2.80
0.004235388,10.0.0.6,172.30.2.50
0.00423541,10.0.0.9,172.10.1.30
0.004235416,10.0.0.8,172.30.1.158
0.004235456,10.0.0.8,172.20.1.157
0.004235492,10.0.0.14,172.20.1.118
0.004235496,10.0.0.6,172.20.1.42
0.004235501,10.0.0.10,172.10.1.54
0.004235549,10.0.0.7,172.30.2.134
0.004235553,10.0.0.6,172.20.1.116
0.004235581,10.0.0.12,172.30.2.87
0.004235602,10.0.0.9,172.10.1.56
0.00423561,10.0.0.9,172.20.1.102
0.004235656,10.1.0.76,172.10.1.26
0.00423566,10.0.0.14,172.20.1.112
0.004235776,10.0.0.10,172.10.2.21
0.004235776,10.0.0.5,172.10.2.21
0.004235776,10.0.0.13,172.10.2.21
0.004235843,10.0.0.10,172.20.1.158
0.004235843,10.0.0.5,172.20.2.79
0.004235868,10.0.0.10,172.20.2.145
0.004235872,10.0.0.8,172.30.2.109
0.004235877,10.0.0.7,172.30.2.92
0.00423593,10.0.0.8,172.30.2.93
0.00423593,10.0.0.7,172.30.2.93
0.004235954,10.0.0.13,172.10.2.37
0.004235959,10.1.0.75,172.10.2.32
0.004235962,10.0.0.6,172.20.1.55
0.004235965,10.0.0.10,172.20.2.108
0.004236005,10.0.0.10,172.20.1.164
0.00423626,10.0.0.11,172.10.2.45
0.004236342,10.0.0.14,172.10.2.34
0.004236375,10.0.0.8,172.10.1.92
0.004236438,10.0.0.8,172.20.1.194
0.004236485,10.0.0.11,172.10.2.70
0.004236496,10.0.0.9,172.10.2.101
0.004236551,10.0.0.13,172.10.2.78
0.004236949,10.0.0.12,172.10.2.9
0.004237081,10.0.0.5,172.10.2.141
0.004237696,10.0.0.9,172.20.1.94
0.004238436,10.0.0.8,172.10.1.235
0.004238549,10.0.0.13,172.30.2.12
0.00423865,10.0.0.14,172.10.1.243
0.004238902,10.0.0.5,172.10.1.223
0.004239238,10.0.0.9,172.10.1.180
0.00423933,10.0.0.11,172.30.2.28
0.004239471,10.0.0.6,172.10.1.184
0.004239608,10.0.0.12,172.10.1.136
0.004239668,10.0.0.8,172.10.1.104
0.005172421,10.1.0.100,172.10.2.135
0.006236163,10.0.0.13,172.20.2.126
0.00623621,10.0.0.12,172.20.1.22
0.006236623,10.0.0.12,172.30.1.200
0.00623668,10.0.0.12,172.20.2.56
0.006236905,10.0.0.14,172.10.2.52
0.006236984,10.0.0.12,172.10.2.82
0.006237128,10.0.0.6,172.10.2.56
0.006237313,10.0.0.10,172.10.2.54
0.006237387,10.0.0.13,172.10.2.57
0.006237387,10.0.0.8,172.10.2.57
0.006237656,10.0.0.11,172.20.1.153
0.006237667,10.0.0.5,172.20.1.111
0.006237838,10.0.0.12,172.20.1.14
0.006237992,10.0.0.11,172.30.2.94
0.006238107,10.0.0.12,172.20.1.9
0.00623816,10.0.0.11,172.10.2.53
0.006238172,10.0.0.12,172.20.2.70
0.006238273,10.0.0.12,172.10.2.51
0.006238326,10.0.0.14,172.20.1.24
0.006238459,10.0.0.10,172.10.2.50
0.006238469,10.0.0.5,172.30.1.195
0.006238504,10.0.0.6,172.20.1.114
0.006238575,10.0.0.11,172.20.1.79
0.006238608,10.0.0.14,172.20.2.67
0.00623863,10.0.0.10,172.20.2.53
0.00623863,10.0.0.11,172.20.2.53
0.006238743,10.0.0.9,172.10.1.19
0.006238764,10.0.0.6,172.30.2.54
0.00623879,10.0.0.7,172.20.2.89
0.006238821,10.0.0.10,172.30.2.147
0.006239059,10.0.0.12,172.10.1.3
0.00623907,10.0.0.8,172.20.1.70
0.0062391,10.0.0.13,172.10.1.15
0.0062391,10.0.0.9,172.10.1.15
0.006239188,10.0.0.8,172.20.1.62
0.006239189,10.0.0.11,172.20.1.21
0.006239249,10.0.0.6,172.30.2.110
0.006239294,10.0.0.14,172.20.2.143
0.006239317,10.0.0.5,172.10.1.5
0.006239317,10.0.0.10,172.10.1.5
0.006239427,10.0.0.11,172.30.2.95
0.006239427,10.1.0.75,172.30.2.95
0.006239478,10.0.0.9,172.20.1.150
0.006239503,10.0.0.12,172.20.1.10
0.006239532,10.0.0.7,172.30.2.85
0.006239549,10.0.0.13,172.20.1.52
0.006239549,10.0.0.7,172.20.1.52
0.006239549,10.0.0.12,172.20.1.52
0.006239552,10.0.0.13,172.30.1.135
0.006239608,10.0.0.9,172.30.1.134
0.006239611,10.0.0.9,172.20.1.108
0.006239641,10.1.0.75,172.10.1.14
0.006239652,10.0.0.10,172.30.2.71
0.006239697,10.0.0.8,172.10.2.103
0.006239746,10.0.0.5,172.30.2.86
0.006239764,10.0.0.5,172.10.1.6
0.006239764,10.0.0.6,172.10.1.6
0.006239781,10.0.0.12,172.10.1.7
0.006239816,10.0.0.12,172.30.1.140
0.00623984,10.0.0.8,172.20.1.180
0.006239853,10.0.0.12,172.30.1.194
0.006239927,10.0.0.7,172.30.2.108
0.006239934,10.0.0.7,172.10.1.65
0.006239973,10.0.0.7,172.10.2.26
0.006239973,10.0.0.14,172.10.2.26
0.006240016,10.0.0.6,172.30.2.78
0.006240045,10.0.0.13,172.20.1.182
0.006240051,10.0.0.7,172.30.2.64
0.006240099,10.0.0.14,172.30.2.80
0.006240108,10.0.0.12,172.30.2.123
0.006240119,10.0.0.14,172.30.1.164
0.006240146,10.1.0.76,172.30.2.100
0.006240165,10.0.0.14,172.20.1.184
0.006240168,10.0.0.8,172.20.1.200
0.006240169,10.0.0.12,172.20.1.17
0.006240349,10.0.0.14,172.20.1.53
0.006240352,10.0.0.9,172.30.2.103
0.006240352,10.0.0.11,172.30.2.103
0.006240352,10.0.0.7,172.30.2.103
0.00624036,10.0.0.13,172.10.2.40
0.006240388,10.0.0.11,172.30.1.141
0.006240397,10.0.0.13,172.20.1.95
0.00624044,10.0.0.9,172.30.1.137
0.006240457,10.0.0.8,172.30.1.145
0.006240467,10.0.0.13,172.30.2.132
0.006240472,10.0.0.10,172.20.2.85
0.006240472,10.0.0.13,172.20.2.85
0.006240474,10.0.0.11,172.20.2.72
0.006240481,10.0.0.8,172.20.1.57
0.006240511,10.1.0.75,172.10.1.61
0.006240521,10.0.0.11,172.20.2.64
0.006240567,10.0.0.14,172.10.1.41
0.006240626,10.0.0.12,172.20.1.86
0.00624064,10.1.0.77,172.10.1.100
0.00624064,10.0.0.9,172.10.1.100
0.006240645,10.1.0.75,172.10.1.40
0.00624072,10.0.0.9,172.20.1.87
0.006240755,10.0.0.11,172.30.2.113
0.006240755,10.0.0.13,172.30.2.113
0.00624076,10.0.0.13,172.10.1.44
0.00624076,10.0.0.7,172.10.1.44
0.006240814,10.0.0.13,172.10.1.72
0.006240829,10.0.0.12,172.10.1.77
0.006240835,10.0.0.9,172.30.2.58
0.00624084,10.0.0.7,172.20.1.84
0.006240895,10.0.0.5,172.30.1.72
0.006240896,10.0.0.5,172.10.1.42
0.00624094,10.0.0.6,172.10.1.1
0.006240949,10.0.0.10,172.30.1.122
0.006240979,10.0.0.7,172.30.1.18
0.006240986,10.0.0.7,172.20.1.133
0.006240986,10.0.0.12,172.30.1.199
0.006240989,10.0.0.9,172.20.1.67
0.006241001,10.1.0.75,172.30.2.144
0.006241021,10.0.0.6,172.30.2.133
0.006241043,10.0.0.6,172.10.1.79
0.006241076,10.0.0.8,172.20.2.138
0.006241117,10.0.0.6,172.10.1.28
0.006241165,10.0.0.8,172.20.1.68
0.006241198,10.0.0.10,172.30.2.122
0.00624125,10.1.0.75,172.30.2.96
0.00624126,10.1.0.75,172.30.2.97
0.00624126,10.0.0.8,172.30.2.97
0.006241285,10.0.0.7,172.20.1.125
0.006241285,10.0.0.9,172.10.1.29
0.00624129,10.0.0.7,172.20.1.178
0.006241309,10.0.0.13,172.20.2.83
0.006241323,10.0.0.5,172.30.1.129
0.006241352,10.0.0.6,172.30.1.50
0.006241354,10.1.0.76,172.10.1.23
0.006241377,10.0.0.7,172.20.2.80
0.006241395,10.1.0.77,172.10.2.14
0.006241429,10.1.0.75,172.10.2.24
0.006241436,10.0.0.6,172.20.1.174
0.006241468,10.0.0.13,172.30.1.158
0.006241495,10.1.0.76,172.30.2.138
0.006241516,10.0.0.13,172.20.1.88
0.006241527,10.0.0.6,172.20.1.157
0.00624153,10.0.0.9,172.10.1.55
0.006241557,10.0.0.8,172.10.1.21
0.006241606,10.1.0.76,172.30.2.124
0.006241658,10.0.0.13,172.10.2.25
0.006241668,10.1.0.75,172.10.1.24
0.006241712,10.0.0.7,172.20.1.149
0.006241712,10.0.0.8,172.20.1.149
0.006241731,10.0.0.10,172.30.2.126
0.006241746,10.0.0.11,172.10.2.36
0.006241793,10.0.0.9,172.30.1.173
0.006241793,10.0.0.5,172.30.1.173
0.006241808,10.1.0.76,172.30.2.111
0.006241827,10.0.0.9,172.20.1.147
0.006241849,10.0.0.9,172.20.1.192
0.006241864,10.0.0.11,172.20.1.44
0.006241864,10.0.0.10,172.20.1.44
0.006241864,10.0.0.6,172.20.1.44
0.006241869,10.0.0.9,172.20.1.34
0.006241916,10.0.0.11,172.30.2.104
0.006241926,10.0.0.5,172.10.1.84
0.006241956,10.0.0.10,172.20.1.190
0.006241963,10.0.0.7,172.10.1.35
0.006242005,10.0.0.14,172.10.1.51
0.006242018,10.0.0.11,172.20.1.69
0.006242019,10.0.0.13,172.30.2.52
0.006242019,10.0.0.7,172.30.2.52
0.006242025,10.1.0.75,172.10.1.36
0.006242054,10.0.0.9,172.10.2.5
0.006242063,10.0.0.14,172.30.2.60
0.006242063,10.0.0.13,172.30.2.60
0.006242075,10.0.0.12,172.30.1.112
0.006242077,10.0.0.13,172.10.2.122
0.006242078,10.0.0.13,172.10.1.82
0.006242091,10.0.0.10,172.10.1.34
0.006242134,10.0.0.6,172.20.2.145
0.006242141,10.1.0.76,172.30.2.109
0.006242141,10.0.0.9,172.30.2.102
0.006242143,10.0.0.8,172.30.1.118
0.006242143,10.0.0.10,172.30.1.118
0.006242162,10.0.0.13,172.10.1.37
0.006242203,10.0.0.10,172.10.2.76
0.006242213,10.0.0.5,172.10.2.113
0.00624222,10.0.0.10,172.10.2.44
0.006242245,10.0.0.14,172.10.1.88
0.006242245,10.1.0.75,172.10.1.88
0.006242245,10.0.0.9,172.10.1.88
0.006242268,10.0.0.12,172.20.1.171
0.006242286,10.0.0.14,172.30.1.80
0.006242309,10.0.0.7,172.10.2.43
0.006242404,10.0.0.12,172.20.1.159
0.006242405,10.1.0.75,172.30.2.131
0.006242428,10.0.0.10,172.30.1.189
0.006242428,10.0.0.12,172.30.1.189
0.006242436,10.0.0.9,172.10.1.90
0.006242446,10.0.0.9,172.20.2.47
0.006242447,10.0.0.9,172.20.1.38
0.006242452,10.0.0.13,172.30.1.178
0.006242464,10.0.0.10,172.10.1.93
0.006242485,10.0.0.14,172.20.1.165
0.00624249,10.0.0.7,172.30.1.153
0.006242506,10.0.0.9,172.10.1.99
0.006242617,10.0.0.9,172.30.1.115
0.006242639,10.0.0.11,172.20.1.72
0.006242639,10.0.0.7,172.20.1.72
0.006242665,10.0.0.11,172.10.2.117
0.006242712,10.0.0.9,172.10.2.45
0.006242792,10.0.0.12,172.10.2.72
0.006242832,10.0.0.9,172.10.2.34
0.006242881,10.0.0.7,172.10.1.92
0.006242881,10.1.0.76,172.10.1.92
0.006242888,10.0.0.6,172.10.2.18
0.006242909,10.0.0.13,172.20.2.112
0.00624292,10.0.0.11,172.30.2.98
0.006242974,10.0.0.5,172.20.1.194
0.00624306,10.0.0.13,172.10.2.101
0.006243186,10.0.0.12,172.20.2.107
0.006243248,10.0.0.5,172.30.2.119
0.006243248,10.0.0.10,172.10.2.124
0.006243264,10.0.0.12,172.10.2.75
0.006243374,10.0.0.10,172.30.2.125
0.006243409,10.0.0.8,172.30.1.185
0.006243507,10.0.0.5,172.30.1.169
0.00624361,10.0.0.5,172.10.2.63
0.006243614,10.0.0.14,172.20.1.175
0.006243729,10.0.0.12,172.10.2.146
0.006243753,10.0.0.9,172.30.1.176
0.006243782,10.0.0.14,172.30.2.91
0.006243817,10.0.0.6,172.20.1.99
0.006243907,10.0.0.5,172.20.1.177
0.006243907,10.0.0.14,172.20.1.177
0.006243911,10.0.0.14,172.30.1.156
0.006243913,10.0.0.11,172.30.1.183
0.006244026,10.0.0.12,172.10.1.249
0.00624411,10.0.0.10,172.10.1.204
0.006244125,10.0.0.9,172.20.2.129
0.006244152,10.0.0.9,172.10.1.239
0.006244168,10.1.0.75,172.10.1.254
0.006244218,10.0.0.10,172.10.2.79
0.006244311,10.0.0.8,172.10.2.97
0.006244311,10.0.0.6,172.10.2.97
0.00624432,10.0.0.10,172.20.2.12
0.006244327,10.0.0.10,172.10.2.138
0.006244327,10.0.0.8,172.10.2.138
0.006244453,10.0.0.5,172.20.1.98
0.006244511,10.0.0.8,172.20.2.27
0.006244687,10.0.0.7,172.20.2.22
0.006245076,10.1.0.77,172.10.1.227
0.006245078,10.0.0.5,172.10.1.241
0.006245078,10.0.0.6,172.10.1.241
0.006245091,10.0.0.9,172.10.2.61
0.006245127,10.0.0.12,172.20.2.36
0.006245224,10.0.0.13,172.10.2.95
0.006245401,10.0.0.12,172.10.2.142
0.006245573,10.0.0.7,172.10.2.131
0.006245795,10.0.0.14,172.10.2.64
0.006245801,10.0.0.6,172.10.1.203
0.006245802,10.0.0.9,172.10.1.250
0.006245979,10.1.0.77,172.10.1.119
0.006246372,10.0.0.11,172.20.2.7
0.006246509,10.0.0.9,172.10.1.105
0.006246578,10.0.0.10,172.10.1.225
0.006246584,10.0.0.11,172.20.2.18
0.006246763,10.0.0.7,172.20.1.201
0.006246792,10.1.0.100,172.10.1.159
0.006246792,10.0.0.13,172.10.1.159
0.006246792,10.0.0.14,172.10.1.159
0.00624683,10.0.0.11,172.10.1.176
0.006246852,10.0.0.11,172.30.2.24
0.006246858,10.0.0.7,172.10.1.133
0.006246858,10.0.0.12,172.10.1.133
0.006246946,10.0.0.6,172.10.1.102
0.006247081,10.0.0.12,172.10.1.132
0.006247171,10.0.0.11,172.30.2.30
0.006247181,10.0.0.6,172.10.1.238
0.006247217,10.0.0.14,172.10.1.187
0.006247255,10.0.0.5,172.10.1.171
0.006247272,10.0.0.5,172.30.2.26
0.006247312,10.0.0.13,172.30.2.8
0.006247317,10.0.0.8,172.10.1.117
0.006247324,10.0.0.8,172.10.1.154
0.006247413,10.0.0.11,172.10.1.160
0.006247544,10.0.0.9,172.20.1.210
0.006247588,10.0.0.12,172.20.1.237
0.006247805,10.0.0.5,172.20.1.242
0.006247905,10.1.0.100,172.10.1.106
0.006247963,10.0.0.6,172.10.1.109
0.00624797,10.1.0.100,172.10.1.169
0.006247988,10.0.0.12,172.10.1.165
0.006248029,10.0.0.6,172.20.1.253
0.006248031,10.0.0.12,172.10.1.145
0.006248148,10.1.0.100,172.10.1.118
0.006248379,10.0.0.5,172.10.1.128
0.006248559,10.0.0.9,172.30.2.25
0.006248632,10.1.0.100,172.10.1.175
0.006248632,10.1.0.75,172.10.1.175
0.00671767,10.0.0.7,172.30.1.200
0.006717763,10.0.0.10,172.10.2.81
0.006718625,10.0.0.10,172.30.1.138
0.006718698,10.0.0.7,172.20.1.14
0.006718731,10.0.0.11,172.20.1.19
0.006718731,10.0.0.8,172.20.1.19
0.006718735,10.1.0.75,172.30.2.94
